PRODUCT,NPI,DESCRIPTION,PRIORITY
KANJINTI,1306585377,340B SETTING,2
PROLIA,1306585377,340B SETTING,2
KANJINTI,1306599576,340B SETTING,2
MVASI,1306599576,340B SETTING,2
NEULASTA,1306599576,340B SETTING,2
PROLIA,1306804794,340B SETTING,2
ARANESP,1306814306,340B SETTING,2
MVASI,1306814306,340B SETTING,2
NEULASTA,1306814306,340B SETTING,2
AVSOLA,1306816426,340B SETTING,2
ENBREL,1306816426,340B SETTING,2
NEUPOGEN,1306816426,340B SETTING,2
PROLIA,1306816426,340B SETTING,2
RIABNI,1306816426,340B SETTING,2
MVASI,1306831359,340B SETTING,2
NEULASTA,1306831359,340B SETTING,2
NEUPOGEN,1306831359,340B SETTING,2
PROLIA,1306831359,340B SETTING,2
RIABNI,1306831359,340B SETTING,2
ARANESP,1306833397,340B SETTING,2
KANJINTI,1306833397,340B SETTING,2
PROLIA,1306833397,340B SETTING,2
MVASI,1306836978,340B SETTING,2
NEULASTA,1306836978,340B SETTING,2
PROLIA,1306845482,340B SETTING,2
AVSOLA,1306845813,340B SETTING,2
PROLIA,1306845813,340B SETTING,2
ARANESP,1306850052,340B SETTING,2
MVASI,1306850052,340B SETTING,2
ARANESP,1306855366,340B SETTING,2
AVSOLA,1306855366,340B SETTING,2
ENBREL,1306855366,340B SETTING,2
NEULASTA,1306855366,340B SETTING,2
ARANESP,1306857974,340B SETTING,2
AVSOLA,1306857974,340B SETTING,2
KANJINTI,1306879937,340B SETTING,2
RIABNI,1306891700,340B SETTING,2
TEZSPIRE,1306891700,340B SETTING,2
PROLIA,1306893268,340B SETTING,2
ENBREL,1306893854,340B SETTING,2
PROLIA,1306893854,340B SETTING,2
MVASI,1306897491,340B SETTING,2
MVASI,1306898853,340B SETTING,2
PROLIA,1306898853,340B SETTING,2
PROLIA,1306898960,340B SETTING,2
RIABNI,1306898960,340B SETTING,2
PROLIA,1306899323,340B SETTING,2
ARANESP,1306899356,340B SETTING,2
AVSOLA,1306899356,340B SETTING,2
KANJINTI,1306899356,340B SETTING,2
NEULASTA,1306899356,340B SETTING,2
TEZSPIRE,1306899356,340B SETTING,2
ARANESP,1306902820,340B SETTING,2
ENBREL,1306902820,340B SETTING,2
NEULASTA,1306902820,340B SETTING,2
PROLIA,1306902820,340B SETTING,2
ARANESP,1306908413,340B SETTING,2
ENBREL,1306908413,340B SETTING,2
KANJINTI,1306908413,340B SETTING,2
PROLIA,1306914882,340B SETTING,2
AVSOLA,1306919659,340B SETTING,2
MVASI,1306919659,340B SETTING,2
TEZSPIRE,1306919659,340B SETTING,2
MVASI,1306922018,340B SETTING,2
NEUPOGEN,1306922018,340B SETTING,2
MVASI,1306935143,340B SETTING,2
NEULASTA,1306935143,340B SETTING,2
PROLIA,1306935143,340B SETTING,2
ENBREL,1306952726,340B SETTING,2
TEZSPIRE,1306959689,340B SETTING,2
TEZSPIRE,1306968615,340B SETTING,2
TEZSPIRE,1306981642,340B SETTING,2
ARANESP,1316002546,340B SETTING,2
NEULASTA,1316002546,340B SETTING,2
NEUPOGEN,1316002546,340B SETTING,2
TEZSPIRE,1316002546,340B SETTING,2
NEULASTA,1316003627,340B SETTING,2
TEZSPIRE,1316003627,340B SETTING,2
KANJINTI,1316008006,340B SETTING,2
MVASI,1316008006,340B SETTING,2
ENBREL,1316008212,340B SETTING,2
KANJINTI,1316008212,340B SETTING,2
NEULASTA,1316008212,340B SETTING,2
TEZSPIRE,1316026370,340B SETTING,2
KANJINTI,1316027709,340B SETTING,2
MVASI,1316027709,340B SETTING,2
PROLIA,1316027709,340B SETTING,2
PROLIA,1316027717,340B SETTING,2
MVASI,1316032246,340B SETTING,2
NEULASTA,1316036999,340B SETTING,2
PROLIA,1316036999,340B SETTING,2
PROLIA,1316041056,340B SETTING,2
NEULASTA,1316042492,340B SETTING,2
TEZSPIRE,1316042492,340B SETTING,2
MVASI,1316053879,340B SETTING,2
KANJINTI,1316054919,340B SETTING,2
AVSOLA,1316069610,340B SETTING,2
NEULASTA,1316069610,340B SETTING,2
EPOGEN,1316078595,340B SETTING,2
AVSOLA,1316084767,340B SETTING,2
PROLIA,1316084767,340B SETTING,2
NEULASTA,1316095615,340B SETTING,2
KANJINTI,1316099344,340B SETTING,2
PROLIA,1316099344,340B SETTING,2
RIABNI,1316099344,340B SETTING,2
PROLIA,1316100811,340B SETTING,2
PROLIA,1316101405,340B SETTING,2
ARANESP,1316117765,340B SETTING,2
PROLIA,1316117765,340B SETTING,2
KANJINTI,1316118730,340B SETTING,2
ARANESP,1316121338,340B SETTING,2
MVASI,1316136328,340B SETTING,2
PROLIA,1316136328,340B SETTING,2
ARANESP,1316137201,340B SETTING,2
AVSOLA,1316137201,340B SETTING,2
KANJINTI,1316137201,340B SETTING,2
MVASI,1316137201,340B SETTING,2
PROLIA,1316137201,340B SETTING,2
MVASI,1316141351,340B SETTING,2
ARANESP,1316147176,340B SETTING,2
PROLIA,1316147176,340B SETTING,2
PROLIA,1316152333,340B SETTING,2
ENBREL,1316153711,340B SETTING,2
KANJINTI,1316153711,340B SETTING,2
TEZSPIRE,1316153711,340B SETTING,2
MVASI,1316182439,340B SETTING,2
NEULASTA,1316182439,340B SETTING,2
ARANESP,1316182850,340B SETTING,2
AVSOLA,1316182850,340B SETTING,2
EPOGEN,1316182850,340B SETTING,2
KANJINTI,1316182850,340B SETTING,2
MVASI,1316182850,340B SETTING,2
NEUPOGEN,1316182850,340B SETTING,2
PROLIA,1316182850,340B SETTING,2
RIABNI,1316182850,340B SETTING,2
KANJINTI,1316191323,340B SETTING,2
MVASI,1316191323,340B SETTING,2
ENBREL,1316196892,340B SETTING,2
KANJINTI,1316198211,340B SETTING,2
PROLIA,1316198211,340B SETTING,2
KANJINTI,1316199698,340B SETTING,2
PROLIA,1316199698,340B SETTING,2
MVASI,1316205289,340B SETTING,2
NEUPOGEN,1316205289,340B SETTING,2
PROLIA,1316205289,340B SETTING,2
KANJINTI,1316213143,340B SETTING,2
PROLIA,1316213143,340B SETTING,2
AVSOLA,1316218027,340B SETTING,2
NEULASTA,1316218027,340B SETTING,2
PROLIA,1316218027,340B SETTING,2
RIABNI,1316218027,340B SETTING,2
ARANESP,1316228166,340B SETTING,2
ARANESP,1316246705,340B SETTING,2
NEUPOGEN,1316246705,340B SETTING,2
RIABNI,1316246705,340B SETTING,2
KANJINTI,1316252117,340B SETTING,2
KANJINTI,1316252695,340B SETTING,2
NEULASTA,1316252695,340B SETTING,2
ENBREL,1316260623,340B SETTING,2
EPOGEN,1316260623,340B SETTING,2
PROLIA,1316260623,340B SETTING,2
TEZSPIRE,1316260623,340B SETTING,2
ARANESP,1316264088,340B SETTING,2
ARANESP,1316264195,340B SETTING,2
PROLIA,1316264195,340B SETTING,2
KANJINTI,1316265317,340B SETTING,2
PROLIA,1316265317,340B SETTING,2
AVSOLA,1316265671,340B SETTING,2
MVASI,1316265671,340B SETTING,2
NEULASTA,1316265671,340B SETTING,2
TEZSPIRE,1316265671,340B SETTING,2
ENBREL,1316271588,340B SETTING,2
PROLIA,1316289416,340B SETTING,2
NEULASTA,1316294614,340B SETTING,2
PROLIA,1316294614,340B SETTING,2
ARANESP,1316296791,340B SETTING,2
EPOGEN,1316296791,340B SETTING,2
PROLIA,1316313414,340B SETTING,2
KANJINTI,1316324205,340B SETTING,2
ARANESP,1316327943,340B SETTING,2
PROLIA,1316327943,340B SETTING,2
PROLIA,1316347255,340B SETTING,2
NEULASTA,1316374275,340B SETTING,2
AVSOLA,1316390982,340B SETTING,2
NEUPOGEN,1316390982,340B SETTING,2
PROLIA,1316390982,340B SETTING,2
PROLIA,1316392210,340B SETTING,2
KANJINTI,1316412166,340B SETTING,2
PROLIA,1316412166,340B SETTING,2
MVASI,1316446651,340B SETTING,2
KANJINTI,1316458227,340B SETTING,2
TEZSPIRE,1316458227,340B SETTING,2
NEUPOGEN,1316484512,340B SETTING,2
AVSOLA,1316487606,340B SETTING,2
MVASI,1316487606,340B SETTING,2
NEULASTA,1316487606,340B SETTING,2
ARANESP,1316492218,340B SETTING,2
AVSOLA,1316492218,340B SETTING,2
ENBREL,1316492218,340B SETTING,2
EPOGEN,1316492218,340B SETTING,2
KANJINTI,1316492218,340B SETTING,2
TEZSPIRE,1316492218,340B SETTING,2
ARANESP,1316521776,340B SETTING,2
ENBREL,1316521776,340B SETTING,2
KANJINTI,1316521776,340B SETTING,2
TEZSPIRE,1316521776,340B SETTING,2
ENBREL,1316536733,340B SETTING,2
ARANESP,1316677628,340B SETTING,2
AVSOLA,1316677628,340B SETTING,2
ENBREL,1316901135,340B SETTING,2
EPOGEN,1316901135,340B SETTING,2
ENBREL,1316901937,340B SETTING,2
NEULASTA,1316901937,340B SETTING,2
PROLIA,1316901937,340B SETTING,2
ARANESP,1316904287,340B SETTING,2
ARANESP,1316905441,340B SETTING,2
KANJINTI,1316905441,340B SETTING,2
PROLIA,1316905441,340B SETTING,2
ENBREL,1316918543,340B SETTING,2
NEULASTA,1316918543,340B SETTING,2
PROLIA,1316918543,340B SETTING,2
PROLIA,1316920309,340B SETTING,2
NEUPOGEN,1316921448,340B SETTING,2
MVASI,1316924236,340B SETTING,2
NEULASTA,1316924236,340B SETTING,2
NEUPOGEN,1316924236,340B SETTING,2
ARANESP,1316936990,340B SETTING,2
ENBREL,1316936990,340B SETTING,2
KANJINTI,1316936990,340B SETTING,2
MVASI,1316936990,340B SETTING,2
PROLIA,1316938301,340B SETTING,2
PROLIA,1316939820,340B SETTING,2
AVSOLA,1316949654,340B SETTING,2
ENBREL,1316949654,340B SETTING,2
KANJINTI,1316949654,340B SETTING,2
NEULASTA,1316949654,340B SETTING,2
NEUPOGEN,1316949654,340B SETTING,2
PROLIA,1316949878,340B SETTING,2
ARANESP,1316959869,340B SETTING,2
KANJINTI,1316959869,340B SETTING,2
PROLIA,1316959869,340B SETTING,2
TEZSPIRE,1316959869,340B SETTING,2
PROLIA,1316962103,340B SETTING,2
NEUPOGEN,1316964950,340B SETTING,2
MVASI,1316968910,340B SETTING,2
PROLIA,1316968910,340B SETTING,2
ARANESP,1316972854,340B SETTING,2
PROLIA,1316973514,340B SETTING,2
NEULASTA,1316973845,340B SETTING,2
NEULASTA,1316980691,340B SETTING,2
PROLIA,1316980691,340B SETTING,2
ARANESP,1316986391,340B SETTING,2
ENBREL,1316986391,340B SETTING,2
KANJINTI,1316986391,340B SETTING,2
NEULASTA,1316986391,340B SETTING,2
TEZSPIRE,1316986391,340B SETTING,2
KANJINTI,1316989544,340B SETTING,2
NEULASTA,1316994775,340B SETTING,2
TEZSPIRE,1316994775,340B SETTING,2
ARANESP,1316996333,340B SETTING,2
ARANESP,1316998925,340B SETTING,2
KANJINTI,1316998925,340B SETTING,2
ENBREL,1316999782,340B SETTING,2
EPOGEN,1316999782,340B SETTING,2
KANJINTI,1316999782,340B SETTING,2
NEULASTA,1316999782,340B SETTING,2
TEZSPIRE,1316999782,340B SETTING,2
ENBREL,1326028564,340B SETTING,2
ENBREL,1326032434,340B SETTING,2
KANJINTI,1326032434,340B SETTING,2
MVASI,1326032434,340B SETTING,2
MVASI,1326035502,340B SETTING,2
PROLIA,1326035502,340B SETTING,2
PROLIA,1326040684,340B SETTING,2
PROLIA,1326042078,340B SETTING,2
TEZSPIRE,1326043548,340B SETTING,2
NEULASTA,1326046467,340B SETTING,2
ARANESP,1326056755,340B SETTING,2
PROLIA,1326056755,340B SETTING,2
PROLIA,1326063199,340B SETTING,2
PROLIA,1326069097,340B SETTING,2
AVSOLA,1326069212,340B SETTING,2
NEULASTA,1326069279,340B SETTING,2
TEZSPIRE,1326069279,340B SETTING,2
ARANESP,1326072158,340B SETTING,2
EPOGEN,1326072158,340B SETTING,2
MVASI,1326078221,340B SETTING,2
ARANESP,1326078783,340B SETTING,2
ENBREL,1326078783,340B SETTING,2
KANJINTI,1326078783,340B SETTING,2
MVASI,1326078783,340B SETTING,2
ARANESP,1326078866,340B SETTING,2
ENBREL,1326078866,340B SETTING,2
NEULASTA,1326078866,340B SETTING,2
NEUPOGEN,1326078866,340B SETTING,2
MVASI,1326079534,340B SETTING,2
PROLIA,1326085408,340B SETTING,2
ARANESP,1326090713,340B SETTING,2
AVSOLA,1326090713,340B SETTING,2
ENBREL,1326090713,340B SETTING,2
EPOGEN,1326090713,340B SETTING,2
KANJINTI,1326090713,340B SETTING,2
NEUPOGEN,1326090713,340B SETTING,2
TEZSPIRE,1326095324,340B SETTING,2
ARANESP,1326097148,340B SETTING,2
PROLIA,1326097148,340B SETTING,2
ARANESP,1326097833,340B SETTING,2
KANJINTI,1326097833,340B SETTING,2
NEULASTA,1326097833,340B SETTING,2
ARANESP,1326104845,340B SETTING,2
RIABNI,1326104845,340B SETTING,2
ARANESP,1326110297,340B SETTING,2
KANJINTI,1326116880,340B SETTING,2
MVASI,1326116880,340B SETTING,2
PROLIA,1326116880,340B SETTING,2
AVSOLA,1326135971,340B SETTING,2
ENBREL,1326135971,340B SETTING,2
KANJINTI,1326135971,340B SETTING,2
MVASI,1326135971,340B SETTING,2
TEZSPIRE,1326135971,340B SETTING,2
NEULASTA,1326147224,340B SETTING,2
KANJINTI,1326150426,340B SETTING,2
MVASI,1326150426,340B SETTING,2
NEULASTA,1326150426,340B SETTING,2
NEUPOGEN,1326150426,340B SETTING,2
PROLIA,1326150426,340B SETTING,2
ARANESP,1326155029,340B SETTING,2
ARANESP,1326160045,340B SETTING,2
NEUPOGEN,1326160045,340B SETTING,2
PROLIA,1326160045,340B SETTING,2
ARANESP,1326172180,340B SETTING,2
EPOGEN,1326172180,340B SETTING,2
ENBREL,1326174103,340B SETTING,2
NEULASTA,1326174103,340B SETTING,2
ARANESP,1326177544,340B SETTING,2
AVSOLA,1326177544,340B SETTING,2
MVASI,1326177544,340B SETTING,2
ENBREL,1326190844,340B SETTING,2
KANJINTI,1326190844,340B SETTING,2
PROLIA,1326190844,340B SETTING,2
ARANESP,1326214768,340B SETTING,2
EPOGEN,1326227513,340B SETTING,2
KANJINTI,1326227513,340B SETTING,2
MVASI,1326227513,340B SETTING,2
NEULASTA,1326227513,340B SETTING,2
PROLIA,1326227513,340B SETTING,2
AVSOLA,1326229956,340B SETTING,2
PROLIA,1326230590,340B SETTING,2
ARANESP,1326232141,340B SETTING,2
PROLIA,1326241159,340B SETTING,2
PROLIA,1326245010,340B SETTING,2
NEULASTA,1326248667,340B SETTING,2
PROLIA,1326248667,340B SETTING,2
ARANESP,1326248782,340B SETTING,2
KANJINTI,1326248782,340B SETTING,2
EPOGEN,1326260902,340B SETTING,2
ARANESP,1326267998,340B SETTING,2
NEULASTA,1326271669,340B SETTING,2
PROLIA,1326271669,340B SETTING,2
PROLIA,1326279415,340B SETTING,2
MVASI,1326280843,340B SETTING,2
MVASI,1326287053,340B SETTING,2
TEZSPIRE,1326287053,340B SETTING,2
AVSOLA,1326307489,340B SETTING,2
ENBREL,1326307489,340B SETTING,2
MVASI,1326307489,340B SETTING,2
NEULASTA,1326307489,340B SETTING,2
RIABNI,1326307489,340B SETTING,2
MVASI,1326339748,340B SETTING,2
AVSOLA,1326368051,340B SETTING,2
NEUPOGEN,1326369000,340B SETTING,2
ARANESP,1326379975,340B SETTING,2
KANJINTI,1326379975,340B SETTING,2
PROLIA,1326382698,340B SETTING,2
NEULASTA,1326384462,340B SETTING,2
ARANESP,1326395724,340B SETTING,2
KANJINTI,1326395724,340B SETTING,2
ARANESP,1326404948,340B SETTING,2
AVSOLA,1326405911,340B SETTING,2
PROLIA,1326405911,340B SETTING,2
PROLIA,1326419490,340B SETTING,2
AVSOLA,1326427196,340B SETTING,2
TEZSPIRE,1326427196,340B SETTING,2
ARANESP,1326430968,340B SETTING,2
PROLIA,1326430968,340B SETTING,2
TEZSPIRE,1326434242,340B SETTING,2
NEULASTA,1326436122,340B SETTING,2
KANJINTI,1326450693,340B SETTING,2
ARANESP,1326451816,340B SETTING,2
MVASI,1326451816,340B SETTING,2
TEZSPIRE,1326451816,340B SETTING,2
ENBREL,1326461294,340B SETTING,2
PROLIA,1326461294,340B SETTING,2
ARANESP,1326464371,340B SETTING,2
PROLIA,1326464371,340B SETTING,2
PROLIA,1326494923,340B SETTING,2
ARANESP,1326495409,340B SETTING,2
PROLIA,1326495409,340B SETTING,2
KANJINTI,1326502238,340B SETTING,2
MVASI,1326502238,340B SETTING,2
PROLIA,1326502238,340B SETTING,2
ARANESP,1326517715,340B SETTING,2
TEZSPIRE,1326517715,340B SETTING,2
KANJINTI,1326522525,340B SETTING,2
MVASI,1326522814,340B SETTING,2
ARANESP,1326568767,340B SETTING,2
NEULASTA,1326585522,340B SETTING,2
PROLIA,1326590852,340B SETTING,2
ARANESP,1326595968,340B SETTING,2
PROLIA,1326595968,340B SETTING,2
ARANESP,1326634213,340B SETTING,2
KANJINTI,1326634213,340B SETTING,2
EPOGEN,1326638479,340B SETTING,2
ARANESP,1326646019,340B SETTING,2
PROLIA,1326646019,340B SETTING,2
AVSOLA,1326692641,340B SETTING,2
TEZSPIRE,1326692641,340B SETTING,2
PROLIA,1326718826,340B SETTING,2
TEZSPIRE,1326765694,340B SETTING,2
MVASI,1336101302,340B SETTING,2
NEULASTA,1336101302,340B SETTING,2
NEUPOGEN,1336101302,340B SETTING,2
TEZSPIRE,1336111830,340B SETTING,2
KANJINTI,1336113513,340B SETTING,2
NEULASTA,1336113513,340B SETTING,2
RIABNI,1336113513,340B SETTING,2
KANJINTI,1336119478,340B SETTING,2
TEZSPIRE,1336119478,340B SETTING,2
AVSOLA,1336137686,340B SETTING,2
PROLIA,1336137686,340B SETTING,2
ARANESP,1336144732,340B SETTING,2
PROLIA,1336145168,340B SETTING,2
KANJINTI,1336150374,340B SETTING,2
MVASI,1336150374,340B SETTING,2
NEULASTA,1336150374,340B SETTING,2
PROLIA,1336150374,340B SETTING,2
KANJINTI,1336153139,340B SETTING,2
PROLIA,1336153139,340B SETTING,2
ENBREL,1336156363,340B SETTING,2
ARANESP,1336159953,340B SETTING,2
TEZSPIRE,1336159953,340B SETTING,2
NEULASTA,1336165455,340B SETTING,2
PROLIA,1336165455,340B SETTING,2
KANJINTI,1336169739,340B SETTING,2
PROLIA,1336169739,340B SETTING,2
ARANESP,1336173319,340B SETTING,2
EPOGEN,1336173319,340B SETTING,2
KANJINTI,1336173319,340B SETTING,2
KANJINTI,1336174440,340B SETTING,2
NEULASTA,1336174440,340B SETTING,2
KANJINTI,1336175165,340B SETTING,2
MVASI,1336175165,340B SETTING,2
PROLIA,1336181676,340B SETTING,2
EPOGEN,1336182542,340B SETTING,2
KANJINTI,1336182542,340B SETTING,2
NEULASTA,1336182542,340B SETTING,2
EPOGEN,1336188762,340B SETTING,2
KANJINTI,1336188762,340B SETTING,2
MVASI,1336188762,340B SETTING,2
PROLIA,1336188762,340B SETTING,2
TEZSPIRE,1336188762,340B SETTING,2
PROLIA,1336194497,340B SETTING,2
PROLIA,1336196039,340B SETTING,2
NEUPOGEN,1336198894,340B SETTING,2
ARANESP,1336199157,340B SETTING,2
PROLIA,1336199157,340B SETTING,2
NEUPOGEN,1336199553,340B SETTING,2
PROLIA,1336199553,340B SETTING,2
KANJINTI,1336215482,340B SETTING,2
PROLIA,1336215482,340B SETTING,2
KANJINTI,1336235159,340B SETTING,2
MVASI,1336235159,340B SETTING,2
NEULASTA,1336235159,340B SETTING,2
NEULASTA,1336238476,340B SETTING,2
TEZSPIRE,1336238476,340B SETTING,2
ENBREL,1336243377,340B SETTING,2
NEULASTA,1336243377,340B SETTING,2
KANJINTI,1336248251,340B SETTING,2
ENBREL,1336248269,340B SETTING,2
NEULASTA,1336248269,340B SETTING,2
AVSOLA,1336250471,340B SETTING,2
PROLIA,1336250471,340B SETTING,2
PROLIA,1336251479,340B SETTING,2
PROLIA,1336252758,340B SETTING,2
NEUPOGEN,1336275239,340B SETTING,2
PROLIA,1336275239,340B SETTING,2
TEZSPIRE,1336275239,340B SETTING,2
KANJINTI,1336285527,340B SETTING,2
NEULASTA,1336299544,340B SETTING,2
PROLIA,1336299544,340B SETTING,2
RIABNI,1336299544,340B SETTING,2
ARANESP,1336314871,340B SETTING,2
KANJINTI,1336314871,340B SETTING,2
NEULASTA,1336314871,340B SETTING,2
NEUPOGEN,1336314871,340B SETTING,2
AVSOLA,1336320969,340B SETTING,2
ARANESP,1336337351,340B SETTING,2
NEULASTA,1336337351,340B SETTING,2
TEZSPIRE,1336337351,340B SETTING,2
PROLIA,1336345578,340B SETTING,2
KANJINTI,1336349794,340B SETTING,2
NEULASTA,1336349794,340B SETTING,2
RIABNI,1336349794,340B SETTING,2
NEULASTA,1336353309,340B SETTING,2
ENBREL,1336357094,340B SETTING,2
PROLIA,1336357094,340B SETTING,2
ARANESP,1336359009,340B SETTING,2
ARANESP,1336361492,340B SETTING,2
ENBREL,1336361492,340B SETTING,2
NEULASTA,1336361492,340B SETTING,2
PROLIA,1336371418,340B SETTING,2
ARANESP,1336383645,340B SETTING,2
ENBREL,1336383645,340B SETTING,2
MVASI,1336383645,340B SETTING,2
NEULASTA,1336383645,340B SETTING,2
AVSOLA,1336390814,340B SETTING,2
ENBREL,1336390814,340B SETTING,2
EPOGEN,1336390814,340B SETTING,2
KANJINTI,1336390814,340B SETTING,2
MVASI,1336390814,340B SETTING,2
AVSOLA,1336392653,340B SETTING,2
EPOGEN,1336392653,340B SETTING,2
NEULASTA,1336403674,340B SETTING,2
NEUPOGEN,1336403674,340B SETTING,2
PROLIA,1336403674,340B SETTING,2
ENBREL,1336409838,340B SETTING,2
KANJINTI,1336409838,340B SETTING,2
PROLIA,1336427285,340B SETTING,2
PROLIA,1336431030,340B SETTING,2
ARANESP,1336443688,340B SETTING,2
KANJINTI,1336443688,340B SETTING,2
MVASI,1336443688,340B SETTING,2
PROLIA,1336443688,340B SETTING,2
MVASI,1336445634,340B SETTING,2
KANJINTI,1336465038,340B SETTING,2
MVASI,1336465038,340B SETTING,2
PROLIA,1336465038,340B SETTING,2
NEULASTA,1336488063,340B SETTING,2
AVSOLA,1336494053,340B SETTING,2
ENBREL,1336494053,340B SETTING,2
KANJINTI,1336494053,340B SETTING,2
MVASI,1336494053,340B SETTING,2
NEULASTA,1336494053,340B SETTING,2
TEZSPIRE,1336494053,340B SETTING,2
EPOGEN,1336495910,340B SETTING,2
NEULASTA,1336503812,340B SETTING,2
MVASI,1336517960,340B SETTING,2
PROLIA,1336534205,340B SETTING,2
ARANESP,1336544626,340B SETTING,2
KANJINTI,1336544626,340B SETTING,2
NEULASTA,1336544626,340B SETTING,2
PROLIA,1336544626,340B SETTING,2
ARANESP,1336552587,340B SETTING,2
AVSOLA,1336552587,340B SETTING,2
MVASI,1336552587,340B SETTING,2
AVSOLA,1336574946,340B SETTING,2
PROLIA,1336574946,340B SETTING,2
ARANESP,1336577147,340B SETTING,2
AVSOLA,1336577147,340B SETTING,2
ENBREL,1336577147,340B SETTING,2
NEULASTA,1336577147,340B SETTING,2
EPOGEN,1336584937,340B SETTING,2
PROLIA,1336584937,340B SETTING,2
ARANESP,1336618628,340B SETTING,2
ENBREL,1336618628,340B SETTING,2
ENBREL,1336624071,340B SETTING,2
MVASI,1336624071,340B SETTING,2
NEULASTA,1336624071,340B SETTING,2
PROLIA,1336624071,340B SETTING,2
PROLIA,1336638915,340B SETTING,2
PROLIA,1336678663,340B SETTING,2
PROLIA,1336702547,340B SETTING,2
ARANESP,1336707512,340B SETTING,2
EPOGEN,1336707512,340B SETTING,2
NEUPOGEN,1336707512,340B SETTING,2
PROLIA,1336707512,340B SETTING,2
RIABNI,1336707512,340B SETTING,2
ARANESP,1336721786,340B SETTING,2
EPOGEN,1336721786,340B SETTING,2
NEULASTA,1336721786,340B SETTING,2
KANJINTI,1336771112,340B SETTING,2
MVASI,1336771112,340B SETTING,2
NEULASTA,1336771112,340B SETTING,2
AVSOLA,1336805563,340B SETTING,2
ENBREL,1336805563,340B SETTING,2
EPOGEN,1336805563,340B SETTING,2
MVASI,1336805563,340B SETTING,2
NEULASTA,1336805563,340B SETTING,2
TEZSPIRE,1336810431,340B SETTING,2
KANJINTI,1336879279,340B SETTING,2
MVASI,1336879279,340B SETTING,2
PROLIA,1336879279,340B SETTING,2
NEULASTA,1346202124,340B SETTING,2
PROLIA,1346202124,340B SETTING,2
AVSOLA,1346208709,340B SETTING,2
KANJINTI,1346208709,340B SETTING,2
NEULASTA,1346208709,340B SETTING,2
KANJINTI,1346208923,340B SETTING,2
NEULASTA,1346219839,340B SETTING,2
TEZSPIRE,1346219839,340B SETTING,2
NEULASTA,1346226602,340B SETTING,2
PROLIA,1346226602,340B SETTING,2
AVSOLA,1346244126,340B SETTING,2
EPOGEN,1346244126,340B SETTING,2
PROLIA,1346244126,340B SETTING,2
ARANESP,1346248317,340B SETTING,2
PROLIA,1346248317,340B SETTING,2
ARANESP,1346251758,340B SETTING,2
EPOGEN,1346251758,340B SETTING,2
PROLIA,1346251758,340B SETTING,2
ARANESP,1346258100,340B SETTING,2
AVSOLA,1346258100,340B SETTING,2
KANJINTI,1346258100,340B SETTING,2
KANJINTI,1346273943,340B SETTING,2
NEULASTA,1346273943,340B SETTING,2
ARANESP,1346274537,340B SETTING,2
PROLIA,1346274537,340B SETTING,2
ARANESP,1346274933,340B SETTING,2
AVSOLA,1346274933,340B SETTING,2
ENBREL,1346274933,340B SETTING,2
EPOGEN,1346274933,340B SETTING,2
NEULASTA,1346274933,340B SETTING,2
PROLIA,1346274933,340B SETTING,2
RIABNI,1346274933,340B SETTING,2
MVASI,1346281268,340B SETTING,2
NEULASTA,1346281268,340B SETTING,2
PROLIA,1346281268,340B SETTING,2
TEZSPIRE,1346281268,340B SETTING,2
KANJINTI,1346283140,340B SETTING,2
MVASI,1346283140,340B SETTING,2
PROLIA,1346283140,340B SETTING,2
RIABNI,1346283140,340B SETTING,2
KANJINTI,1346285657,340B SETTING,2
MVASI,1346285657,340B SETTING,2
PROLIA,1346285657,340B SETTING,2
TEZSPIRE,1346285657,340B SETTING,2
EPOGEN,1346286895,340B SETTING,2
MVASI,1346286895,340B SETTING,2
TEZSPIRE,1346286895,340B SETTING,2
ARANESP,1346287166,340B SETTING,2
MVASI,1346287166,340B SETTING,2
PROLIA,1346287166,340B SETTING,2
KANJINTI,1346290699,340B SETTING,2
MVASI,1346290699,340B SETTING,2
PROLIA,1346290699,340B SETTING,2
PROLIA,1346291648,340B SETTING,2
ARANESP,1346297710,340B SETTING,2
AVSOLA,1346299815,340B SETTING,2
AVSOLA,1346300738,340B SETTING,2
ENBREL,1346300738,340B SETTING,2
NEULASTA,1346300738,340B SETTING,2
TEZSPIRE,1346300738,340B SETTING,2
PROLIA,1346304524,340B SETTING,2
TEZSPIRE,1346304524,340B SETTING,2
NEULASTA,1346306719,340B SETTING,2
MVASI,1346315496,340B SETTING,2
PROLIA,1346324175,340B SETTING,2
AVSOLA,1346328317,340B SETTING,2
TEZSPIRE,1346328317,340B SETTING,2
ARANESP,1346343738,340B SETTING,2
NEULASTA,1346343738,340B SETTING,2
ARANESP,1346345162,340B SETTING,2
AVSOLA,1346345162,340B SETTING,2
EPOGEN,1346345162,340B SETTING,2
MVASI,1346345162,340B SETTING,2
NEUPOGEN,1346345162,340B SETTING,2
PROLIA,1346345162,340B SETTING,2
ARANESP,1346356417,340B SETTING,2
PROLIA,1346356417,340B SETTING,2
ARANESP,1346357597,340B SETTING,2
ENBREL,1346357597,340B SETTING,2
RIABNI,1346357597,340B SETTING,2
ARANESP,1346367042,340B SETTING,2
MVASI,1346367042,340B SETTING,2
PROLIA,1346367042,340B SETTING,2
MVASI,1346371762,340B SETTING,2
PROLIA,1346374600,340B SETTING,2
MVASI,1346377785,340B SETTING,2
PROLIA,1346377785,340B SETTING,2
